poiId,poiName
7144114,배다리생태공원
1586115,수원화성박물관
5871033,롯데마트동부산점
2905266,대한민국역사박물관
568570,상무시민공원
5409046,구미낙동강체육공원
1528664,용소웰빙공원
304570,금촌전통시장
5385056,대통령기록관
10116906,EXCO동관
357642,군산공설시장
7670362,현대백화점유플렉스판교점
1378081,제주4.3평화공원
367090,서소문역사공원
4093250,영남알프스골프파크
136938,사이언스대덕골프장
1171856,백양우리CC
8929026,대가야CC
1921921,웅천친수공원
354749,보성역
1041915,5.18기념공원
1564882,서호공원
8854657,롯데마트인천터미널점
8589804,고양일산호수공원가로수길
1619241,DMZ박물관
2929926,파인허스트GC
7902743,영덕해파랑공원
557970,모슬포중앙시장
2795580,온양온천시장
353065,가야산국립공원백운동지구
310934,중문GC
1587499,옥과기안CC
370834,약사사
517792,진주농산물도매시장
369941,사천체력단련장
5410852,대청호자연수변공원
395944,자유시장
146517,관문시장
6967166,롯데월드어드벤쳐
1105273,광명고속시외버스터미널
2338930,대가야역사테마관광지
1551768,골드나인CC
1554939,대구시민안전테마파크
1549862,이가리간이해수욕장
2773755,경인항김포
8980126,어뮤즈스퀘어
382675,복천박물관
1512243,한라산CC
738816,감천항
7670389,더현대크리에이티브그라운드대구
1122813,나주CC
1147364,구갈레스피아
380982,중곡제일시장
1575107,용정축구공원
427599,제천종합운동장
1166883,김해농수산물종합유통센터
34434,봉무공원
322433,구례5일장
2973013,대구육상진흥센터
10379788,무릉별유천지
1928642,강남축구공원
318206,경주오릉
128847,충청남도청구청사
310913,더시에나CC
1126924,CTLEX
369368,육림랜드
372799,금오랜드
254136,영랑호CC
216355,홍릉숲
1698147,더클래식CC
